# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	418505	418777	-	WP_198920354.1	WP_198920354.1		hypothetical protein		66586784	MC195_RS09755	273	90	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	418752	419114	-						66586785	MC195_RS09760	363		
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	418752	419114	-	WP_216638247.1	WP_216638247.1		exonuclease domain-containing protein		66586785	MC195_RS09760	363	120	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	419123	419458	-						66585317	MC195_RS02135	336		old_locus_tag=MC195_02135
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	419123	419458	-	WP_100198783.1	WP_100198783.1		putative nucleotidyltransferase substrate binding domain-containing protein		66585317	MC195_RS02135	336	111	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	419400	419837	-						72657031	MC195_RS10010	438		old_locus_tag=MC195_02140
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	419400	419837	-	WP_003670354.1	WP_003670354.1		DUF294 nucleotidyltransferase-like domain-containing protein		72657031	MC195_RS10010	438	145	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	419828	420256	-						72657032	MC195_RS10015	429		old_locus_tag=MC195_02145
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	419828	420256	-	WP_120649021.1	WP_120649021.1		DUF294 nucleotidyltransferase-like domain-containing protein		72657032	MC195_RS10015	429	142	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	420373	420876	-						66585320	MC195_RS02150	504		old_locus_tag=MC195_02150
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	420373	420876	-	WP_003673965.1	WP_003673965.1		cyclic nucleotide-binding domain-containing protein		66585320	MC195_RS02150	504	167	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	421146	421721	+					dcd	66585321	MC195_RS02155	576		old_locus_tag=MC195_02155
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	421146	421721	+	WP_003657468.1	WP_003657468.1		dCTP deaminase	dcd	66585321	MC195_RS02155	576	191	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	421828	422121	+						66585322	MC195_RS02160	294		old_locus_tag=MC195_02160
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	421828	422121	+	WP_003657466.1	WP_003657466.1		polyhydroxyalkanoic acid system family protein		66585322	MC195_RS02160	294	97	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	422197	423282	-						66585323	MC195_RS02165	1086		old_locus_tag=MC195_02165
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	422197	423282	-	WP_081569768.1	WP_081569768.1		tRNA pseudouridine(13) synthase TruD		66585323	MC195_RS02165	1086	361	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	423587	425056	-						66585324	MC195_RS02170	1470		old_locus_tag=MC195_02170
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	423587	425056	-	WP_003657463.1	WP_003657463.1		NAD(P)H-hydrate dehydratase		66585324	MC195_RS02170	1470	489	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	425069	425800	-						66585325	MC195_RS02175	732		old_locus_tag=MC195_02175
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	425069	425800	-	WP_003673963.1	WP_003673963.1		tRNA-(ms[2]io[6]A)-hydroxylase		66585325	MC195_RS02175	732	243	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	426408	427484	+						66585326	MC195_RS02180	1077		old_locus_tag=MC195_02180
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	426408	427484	+	WP_003670359.1	WP_003670359.1		porin		66585326	MC195_RS02180	1077	358	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	427591	428259	-						66585327	MC195_RS02185	669		old_locus_tag=MC195_02185
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	427591	428259	-	WP_003657460.1	WP_003657460.1		alpha/beta fold hydrolase		66585327	MC195_RS02185	669	222	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	428393	428614	-					infA	66585328	MC195_RS02190	222		old_locus_tag=MC195_02190
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	428393	428614	-	WP_003657459.1	WP_003657459.1		translation initiation factor IF-1	infA	66585328	MC195_RS02190	222	73	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	428735	429541	-					truA	66585329	MC195_RS02195	807		old_locus_tag=MC195_02195
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	428735	429541	-	WP_003660240.1	WP_003660240.1		tRNA pseudouridine(38-40) synthase TruA	truA	66585329	MC195_RS02195	807	268	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	429538	430527	-						66585330	MC195_RS02200	990		old_locus_tag=MC195_02200
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	429538	430527	-	WP_003657457.1	WP_003657457.1		asparaginase		66585330	MC195_RS02200	990	329	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	430681	431802	-					asd	66585331	MC195_RS02205	1122		old_locus_tag=MC195_02205
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	430681	431802	-	WP_049156670.1	WP_049156670.1		aspartate-semialdehyde dehydrogenase	asd	66585331	MC195_RS02205	1122	373	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	432030	432638	-					rsmD	66585332	MC195_RS02210	609		old_locus_tag=MC195_02210
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	432030	432638	-	WP_049156628.1	WP_049156628.1		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	rsmD	66585332	MC195_RS02210	609	202	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	432902	434224	+						66585333	MC195_RS02215	1323		old_locus_tag=MC195_02215
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	432902	434224	+	WP_003657451.1	WP_003657451.1		membrane protein		66585333	MC195_RS02215	1323	440	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	434377	436401	+						66585334	MC195_RS02220	2025		old_locus_tag=MC195_02220
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	434377	436401	+	WP_003657449.1	WP_003657449.1		heme lyase CcmF/NrfE family subunit		66585334	MC195_RS02220	2025	674	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	436423	437013	+						66585335	MC195_RS02225	591		old_locus_tag=MC195_02225
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	436423	437013	+	WP_003657448.1	WP_003657448.1		DsbE family thiol:disulfide interchange protein		66585335	MC195_RS02225	591	196	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	437010	437525	+						66585336	MC195_RS02230	516		old_locus_tag=MC195_02230
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	437010	437525	+	WP_013108055.1	WP_013108055.1		cytochrome c-type biogenesis protein		66585336	MC195_RS02230	516	171	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	437535	438797	+					ccmI	66585337	MC195_RS02235	1263		old_locus_tag=MC195_02235
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	437535	438797	+	WP_049149265.1	WP_049149265.1		c-type cytochrome biogenesis protein CcmI	ccmI	66585337	MC195_RS02235	1263	420	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	439070	439726	+					adk	66585338	MC195_RS02240	657		old_locus_tag=MC195_02240
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	439070	439726	+	WP_038520231.1	WP_038520231.1		adenylate kinase	adk	66585338	MC195_RS02240	657	218	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	439848	442163	-						66585339	MC195_RS02245	2316		old_locus_tag=MC195_02245
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	439848	442163	-	WP_003670365.1	WP_003670365.1		alpha/beta hydrolase		66585339	MC195_RS02245	2316	771	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	442132	442956	-						66585340	MC195_RS02250	825		old_locus_tag=MC195_02250
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	442132	442956	-	WP_003657443.1	WP_003657443.1		hypothetical protein		66585340	MC195_RS02250	825	274	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	443214	444545	-						66585341	MC195_RS02255	1332		old_locus_tag=MC195_02255
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	443214	444545	-	WP_003660235.1	WP_003660235.1		MFS transporter		66585341	MC195_RS02255	1332	443	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	444654	447413	+						66585342	MC195_RS02260	2760		old_locus_tag=MC195_02260
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	444654	447413	+	WP_003657441.1	WP_003657441.1		BamA/TamA family outer membrane protein		66585342	MC195_RS02260	2760	919	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	447539	452557	+						66585343	MC195_RS02265	5019		old_locus_tag=MC195_02265
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	447539	452557	+	WP_070472618.1	WP_070472618.1		translocation/assembly module TamB domain-containing protein		66585343	MC195_RS02265	5019	1672	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	452910	453071	-						66585344	MC195_RS02270	162		old_locus_tag=MC195_02270
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	452910	453071	-	WP_226889965.1	WP_226889965.1		hemin uptake protein HemP		66585344	MC195_RS02270	162	53	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	453407	454414	+						66585345	MC195_RS02275	1008		old_locus_tag=MC195_02275
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	453407	454414	+	WP_226889906.1	WP_226889906.1		NUDIX domain-containing protein		66585345	MC195_RS02275	1008	335	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	454582	455925	+						66585346	MC195_RS02280	1344		old_locus_tag=MC195_02280
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	454582	455925	+	WP_003670371.1	WP_003670371.1		glyceraldehyde-3-phosphate dehydrogenase		66585346	MC195_RS02280	1344	447	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	456074	456595	-						66585347	MC195_RS02285	522		old_locus_tag=MC195_02285
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	456074	456595	-	WP_003660228.1	WP_003660228.1		GNAT family N-acetyltransferase		66585347	MC195_RS02285	522	173	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	456726	457940	+					cgtA	66585348	MC195_RS02290	1215		old_locus_tag=MC195_02290
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	456726	457940	+	WP_003660226.1	WP_003660226.1		Obg family GTPase CgtA	cgtA	66585348	MC195_RS02290	1215	404	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	458271	459347	+					hemE	66585349	MC195_RS02295	1077		old_locus_tag=MC195_02295
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	458271	459347	+	WP_003657432.1	WP_003657432.1		uroporphyrinogen decarboxylase	hemE	66585349	MC195_RS02295	1077	358	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	460156	461457	+						66585350	MC195_RS02305	1302		old_locus_tag=MC195_02305
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	460156	461457	+	WP_003657430.1	WP_003657430.1		trypsin-like peptidase domain-containing protein		66585350	MC195_RS02305	1302	433	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	462173	462925	+						66585352	MC195_RS02315	753		old_locus_tag=MC195_02315
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	462173	462925	+	WP_003660214.1	WP_003660214.1		ABC transporter permease		66585352	MC195_RS02315	753	250	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	462928	463911	+						66585353	MC195_RS02320	984		old_locus_tag=MC195_02320
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	462928	463911	+	WP_003660213.1	WP_003660213.1		ABC transporter substrate-binding protein		66585353	MC195_RS02320	984	327	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	463922	464662	+						66585354	MC195_RS02325	741		old_locus_tag=MC195_02325
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	463922	464662	+	WP_003662490.1	WP_003662490.1		ABC transporter ATP-binding protein		66585354	MC195_RS02325	741	246	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	464802	465371	-						66585355	MC195_RS02330	570		old_locus_tag=MC195_02330
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	464802	465371	-	WP_049156405.1	WP_049156405.1		septal ring lytic transglycosylase RlpA family protein		66585355	MC195_RS02330	570	189	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	465845	466597	+						66585356	MC195_RS02335	753		old_locus_tag=MC195_02335
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	465845	466597	+	WP_003664900.1	WP_003664900.1		D-Ala-D-Ala carboxypeptidase family metallohydrolase		66585356	MC195_RS02335	753	250	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	466627	467370	+						66585357	MC195_RS02340	744		old_locus_tag=MC195_02340
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	466627	467370	+	WP_081569770.1	WP_081569770.1		hypothetical protein		66585357	MC195_RS02340	744	247	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	467470	468561	+					serC	66585358	MC195_RS02345	1092		old_locus_tag=MC195_02345
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	467470	468561	+	WP_003669445.1	WP_003669445.1		3-phosphoserine/phosphohydroxythreonine transaminase	serC	66585358	MC195_RS02345	1092	363	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	468656	469447	+					gloB	66585359	MC195_RS02350	792		old_locus_tag=MC195_02350
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	468656	469447	+	WP_081569771.1	WP_081569771.1		hydroxyacylglutathione hydrolase	gloB	66585359	MC195_RS02350	792	263	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	469605	470081	-						66585360	MC195_RS02355	477		old_locus_tag=MC195_02355
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	469605	470081	-	WP_081569772.1	WP_081569772.1		Lrp/AsnC family transcriptional regulator		66585360	MC195_RS02355	477	158	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	470272	471984	+					leuA	66585361	MC195_RS02360	1713		old_locus_tag=MC195_02360
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	470272	471984	+	WP_081569773.1	WP_081569773.1		2-isopropylmalate synthase	leuA	66585361	MC195_RS02360	1713	570	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	472377	474773	+						66585362	MC195_RS02365	2397		old_locus_tag=MC195_02365
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	472377	474773	+	WP_081569774.1	WP_081569774.1		YadA-like family protein		66585362	MC195_RS02365	2397	798	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	474921	475382	-						66585363	MC195_RS02370	462		old_locus_tag=MC195_02370
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	474921	475382	-	WP_003657408.1	WP_003657408.1		threonine/serine exporter family protein		66585363	MC195_RS02370	462	153	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	475382	476281	-						66585364	MC195_RS02375	900		old_locus_tag=MC195_02375
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	475382	476281	-	WP_003664726.1	WP_003664726.1		threonine/serine exporter family protein		66585364	MC195_RS02375	900	299	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	476286	476534	-						66585365	MC195_RS02380	249		old_locus_tag=MC195_02380
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	476286	476534	-	WP_038519312.1	WP_038519312.1		hypothetical protein		66585365	MC195_RS02380	249	82	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	476566	476751	-						66585366	MC195_RS02385	186		old_locus_tag=MC195_02385
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	476566	476751	-	WP_003657411.1	WP_003657411.1		DNA gyrase inhibitor YacG		66585366	MC195_RS02385	186	61	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	477063	478556	+						66585367	MC195_RS02390	1494		old_locus_tag=MC195_02390
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	477063	478556	+	WP_003657413.1	WP_003657413.1		DUF3360 domain-containing protein		66585367	MC195_RS02390	1494	497	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	478723	478890	+						66586764	MC195_RS09650	168		
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	478723	478890	+	WP_003657415.1	WP_003657415.1		hypothetical protein		66586764	MC195_RS09650	168	55	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	478958	479680	+						66585368	MC195_RS02395	723		old_locus_tag=MC195_02395
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	478958	479680	+	WP_003657417.1	WP_003657417.1		nitroreductase family protein		66585368	MC195_RS02395	723	240	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	479858	480604	-						66585369	MC195_RS02405	747		old_locus_tag=MC195_02405
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	479858	480604	-	WP_003671199.1	WP_003671199.1		hypothetical protein		66585369	MC195_RS02405	747	248	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	480597	481520	-						66585370	MC195_RS02410	924		old_locus_tag=MC195_02410
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	480597	481520	-	WP_081569775.1	WP_081569775.1		lysophospholipid acyltransferase family protein		66585370	MC195_RS02410	924	307	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	481524	483320	-					aspS	66585371	MC195_RS02415	1797		old_locus_tag=MC195_02415
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	481524	483320	-	WP_004463137.1	WP_004463137.1		aspartate--tRNA ligase	aspS	66585371	MC195_RS02415	1797	598	
